IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.130.95,2052,2052,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.244.192,2086,2086,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.110.81,2095,2095,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.164.209,2095,2095,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.77.222,8080,8080,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.147.58,2082,2082,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.158.158,2082,2082,false,SIN,Asia Pacific,Singapore,30,0.00
47.237.83.20,2082,2082,false,SIN,Asia Pacific,Singapore,30,0.00
47.237.95.140,2052,2052,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.165.117,2082,2082,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.222.64,80,80,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.222.98,2095,2095,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.17.193,8080,8080,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.17.193,2082,2082,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.174.142,80,80,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.189.143,2095,2095,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.111.175,2082,2082,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.107.135,80,80,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.144.48,8880,8880,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.165.117,2086,2086,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.144.196,2052,2052,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.17.193,8880,8880,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.168.17,2086,2086,false,SIN,Asia Pacific,Singapore,30,0.00
47.237.95.13,8080,8080,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.169.141,2082,2082,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.244.192,2095,2095,false,SIN,Asia Pacific,Singapore,30,0.00
47.237.86.185,80,80,false,SIN,Asia Pacific,Singapore,30,0.00
47.237.84.173,2082,2082,false,SIN,Asia Pacific,Singapore,30,0.00
47.237.92.26,2086,2086,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.194.170,8080,8080,false,SIN,Asia Pacific,Singapore,30,0.00
47.237.94.140,80,80,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.164.215,8880,8880,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.187.4,2086,2086,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.183.242,2086,2086,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.210.57,2052,2052,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.130.95,2052,2052,false,SIN,Asia Pacific,Singapore,30,0.00
47.237.0.31,2082,2082,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.160.176,8880,8880,false,SIN,Asia Pacific,Singapore,30,0.00
47.237.100.206,2052,2052,false,SIN,Asia Pacific,Singapore,30,0.00
47.237.95.140,8880,8880,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.189.143,8880,8880,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.104.11,2082,2082,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.10.182,80,80,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.10.100,2095,2095,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.50.180,80,80,false,SIN,Asia Pacific,Singapore,31,0.00
8.222.180.86,8080,8080,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.237.250,2052,2052,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.144.196,8880,8880,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.220.88,2086,2086,false,SIN,Asia Pacific,Singapore,31,0.00
47.237.95.156,8880,8880,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.209.14,2052,2052,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.40.37,2052,2052,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.142.191,2086,2086,false,SIN,Asia Pacific,Singapore,31,0.00
47.245.84.124,2095,2095,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.191.40,2095,2095,false,SIN,Asia Pacific,Singapore,31,0.00
8.222.184.198,8080,8080,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.75.113,2052,2052,false,SIN,Asia Pacific,Singapore,31,0.00
47.237.92.26,2082,2082,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.237.90,2082,2082,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.254.120,2052,2052,false,SIN,Asia Pacific,Singapore,31,0.00
8.222.184.198,2052,2052,false,SIN,Asia Pacific,Singapore,31,0.00
47.237.81.112,2052,2052,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.142.191,2095,2095,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.98.13,2082,2082,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.147.58,2082,2082,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.170.54,8880,8880,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.86.200,8080,8080,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.139.13,2095,2095,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.99.169,80,80,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.169.15,8880,8880,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.103.65,8880,8880,false,SIN,Asia Pacific,Singapore,31,0.00
8.222.183.242,2052,2052,false,SIN,Asia Pacific,Singapore,31,0.00
47.237.92.26,2052,2052,false,SIN,Asia Pacific,Singapore,32,0.00
47.237.95.156,2052,2052,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.174.206,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.150.197,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.144.156,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.5.223,2052,2052,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.83.71,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.180.86,2082,2082,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.201.245,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.215.228,2052,2052,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.205.188,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.191.40,2086,2086,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.191.138,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.202.91,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.171.205,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.113.232,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.122.55,2086,2086,false,SIN,Asia Pacific,Singapore,32,0.00
8.212.12.98,80,80,false,HKG,Asia Pacific,Hong Kong,32,0.00
47.237.100.206,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.222.98,2086,2086,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.114.201,2082,2082,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.102.102,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.184.198,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.199.220,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
47.243.74.220,2095,2095,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.222.150.197,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
8.218.126.53,2086,2086,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.237.10.1,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
47.237.95.146,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.40.37,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
8.218.2.181,2082,2082,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.237.8.82,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.84.214,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.165.117,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.189.92,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
47.243.173.187,2082,2082,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.237.95.146,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
47.243.107.148,2052,2052,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.243.169.63,2082,2082,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.236.172.95,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.118.216,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
47.242.176.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.236.149.107,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.170.225,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
47.237.4.233,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
8.218.53.110,80,80,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.210.146.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.217.248.220,2086,2086,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.218.8.142,2083,2083,true,HKG,Asia Pacific,Hong Kong,33,0.00
8.219.49.65,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
47.245.118.70,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.67.133,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.103.65,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
8.210.39.96,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.218.222.36,2083,2083,true,HKG,Asia Pacific,Hong Kong,34,0.00
8.219.97.50,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.102.102,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.102.102,2086,2086,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.10.182,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.10.182,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.93.176,2082,2082,false,SIN,Asia Pacific,Singapore,34,0.00
47.243.107.148,2082,2082,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.218.22.210,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.222.174.108,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.67.133,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.180.51,2082,2082,false,SIN,Asia Pacific,Singapore,34,0.00
47.243.74.220,80,80,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.236.174.206,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.114.201,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
8.210.192.93,2082,2082,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.76.49.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.236.167.231,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.165.25,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
8.210.3.24,8880,8880,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.217.232.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.236.146.249,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
8.222.150.197,2086,2086,false,SIN,Asia Pacific,Singapore,34,0.00
8.210.207.214,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.218.174.118,8080,8080,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.219.120.87,2052,2052,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.150.13,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
47.237.82.15,2086,2086,false,SIN,Asia Pacific,Singapore,34,0.00
8.218.52.115,8080,8080,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.236.169.164,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.202.91,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
47.243.234.9,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.155.238,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.243.42.219,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.194.170,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
8.222.136.247,8080,8080,false,SIN,Asia Pacific,Singapore,35,0.00
47.243.27.217,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.210.251.159,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.222.162.45,8080,8080,false,SIN,Asia Pacific,Singapore,35,0.00
8.222.187.4,8880,8880,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.122.55,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.243.107.148,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.74.119,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.212.41.98,8080,8080,false,SJC,North America,San Jose,35,0.00
8.219.235.164,8880,8880,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.209.14,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.9.152,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.142.253,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.76.37.57,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.126.240,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
47.237.100.206,8080,8080,false,SIN,Asia Pacific,Singapore,35,0.00
47.242.176.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.146.249,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
47.76.204.76,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.243.60.150,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.130.95,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
8.222.164.209,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
8.222.181.117,8880,8880,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.74.119,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.210.101.157,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.210.251.159,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.144.48,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
8.222.150.197,8080,8080,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.207.169,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.217.250.222,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.163.195,8880,8880,false,SIN,Asia Pacific,Singapore,35,0.00
47.57.245.232,80,80,false,SJC,North America,San Jose,35,0.00
47.245.86.230,8080,8080,false,SIN,Asia Pacific,Singapore,35,0.00
47.242.171.94,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.85.128,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.66.190,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.222.136.247,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
8.219.67.133,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.93.176,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.87.246,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
47.76.80.72,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.212.107.200,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.237.95.140,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
47.243.86.79,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.59.216,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.217.250.5,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.169.63,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.204.76,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.173.187,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.149.107,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
8.219.98.13,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
8.222.165.117,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
8.219.170.232,80,80,false,SIN,Asia Pacific,Singapore,36,0.00
8.210.156.6,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.172.95,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.93.176,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
8.210.66.190,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.107.246,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.87.246,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
47.243.234.9,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.32.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.234.127,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.100.23,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.126.240,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.253.41,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
47.242.234.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.234.9,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.149.107,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.169.141,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
47.237.14.220,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
47.57.13.107,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.48.107,2083,2083,true,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.149.107,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
47.243.74.220,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.222.150.197,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
47.242.176.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.107.148,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.126.53,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.102.102,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
47.76.80.72,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.50.180,80,80,false,SIN,Asia Pacific,Singapore,36,0.00
47.243.206.150,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.204.76,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.146.249,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
8.218.146.204,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.68.32,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.146.108,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.222.214.231,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.169.164,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.83.239,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
47.57.233.126,80,80,false,SJC,North America,San Jose,36,0.00
8.217.159.210,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.103.65,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.142.253,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.207.214,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.245.105.224,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.122.55,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.193.25,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.142.253,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.222.208.38,8880,8880,false,SIN,Asia Pacific,Singapore,37,0.00
47.76.159.146,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.104.37,2086,2086,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.222.36,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.10.182,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
8.222.146.222,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
47.237.11.182,2095,2095,false,SIN,Asia Pacific,Singapore,37,0.00
47.242.174.27,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.203.119,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.139.85,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.250.5,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.3.12,8443,8443,true,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.239.116,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.66.190,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.173.187,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.183.127,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.170.54,2095,2095,false,SIN,Asia Pacific,Singapore,37,0.00
8.217.121.207,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.39.96,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.60.150,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.176.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.204.76,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.222.36,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.118.216,8880,8880,false,SIN,Asia Pacific,Singapore,37,0.00
8.222.191.138,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
47.76.204.76,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.145.85,8880,8880,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.211.17,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.142.253,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.74.220,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.9.129,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.117.198,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.74.119,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.59.216,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.54.157,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.136.25,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.99.169,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.169.63,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.49.65,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.173.187,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.222.164.209,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.174.118,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.240.160,2086,2086,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.3.24,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.245.114.163,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.139.85,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.27.217,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.159.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.204.76,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.136.25,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.97.50,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
8.218.18.132,2053,2053,true,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.136.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.159.146,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.236.80.110,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
47.236.117.48,80,80,false,SIN,Asia Pacific,Singapore,38,0.00
47.236.166.131,2095,2095,false,SIN,Asia Pacific,Singapore,38,0.00
8.210.245.224,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.178.146,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.200.145,8080,8080,false,SIN,Asia Pacific,Singapore,38,0.00
8.210.9.129,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.75.113,2082,2082,false,SIN,Asia Pacific,Singapore,38,0.00
8.218.211.17,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.139.85,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.222.134.170,2082,2082,false,SIN,Asia Pacific,Singapore,38,0.00
47.242.155.183,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.164.10,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.130.95,2095,2095,false,SIN,Asia Pacific,Singapore,38,0.00
8.218.155.238,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.238.40.58,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.238.6.102,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.21.65,443,443,true,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.126.53,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.229.190,2052,2052,false,SIN,Asia Pacific,Singapore,38,0.00
8.210.175.109,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.17.193,2082,2082,false,SIN,Asia Pacific,Singapore,38,0.00
8.219.84.214,2082,2082,false,SIN,Asia Pacific,Singapore,38,0.00
47.242.252.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.130.95,2086,2086,false,SIN,Asia Pacific,Singapore,38,0.00
8.218.74.119,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.21.65,2053,2053,true,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.159.210,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.170.225,80,80,false,SIN,Asia Pacific,Singapore,38,0.00
8.218.181.189,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.27.217,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.9.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.143.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.147.58,2052,2052,false,SIN,Asia Pacific,Singapore,38,0.00
47.236.172.95,80,80,false,SIN,Asia Pacific,Singapore,38,0.00
8.218.65.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.102.102,2082,2082,false,SIN,Asia Pacific,Singapore,38,0.00
47.242.157.96,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.143.10,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
